,Listing Type,Property Type,Building Type,City,Locality,Area,Rent,Furnishing Status,Number of Rooms,Number of Bathroom,Covered Parking,View,Floor Number,Tower/Block,Additional Rooms,Security Deposit,Available From,Age of Property (Years),Unit No,Total Floor Count,Balcony,Open/Uncovered Parking,Deposit amount,crime,hospital
2008,Rent,Residential,Apartment,Bangalore,Vyalikaval,600 Sq.Ft. (Built-up Area),"25,000",Furnished,1,1,1,Road View,5,,Study Room,Two Month,Immediately,0-1,501,6,"Connected,Individual,Room-attached",1,,no,no
2009,Rent,Residential,Builder Floor,Bangalore,Indiranagar,1200 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,2,2,1,Park View,1,,,Other,Immediately,0-1,,,Connected,,300000,no,yes
2010,Rent,Residential,Independent House,Bangalore,Jp Nagar Phase 8,1200 Sq.Ft. (Built-up Area),"18,000",Semi-Furnished,2,2,1,,,,Pooja Room,Other,Immediately,10+,,2,Individual,1,150000,no,no
2011,Rent,Residential,Apartment,Bangalore,Yelachena Halli,644 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,,,1,Community View,9,,,Other,,,,,Connected,,185000,no,no
2012,Rent,Commercial,Shop,Bangalore,Shivaji Nagar,350 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,,,,,2,,,,,7-May,,,,,,no,no
2013,Rent,Residential,Independent House,Bangalore,Jayanagar,250 Sq.Ft. (Built-up Area),"7,500",Semi-Furnished,Studio,1,1,,,,,Other,Immediately,4-Feb,,,Room-attached,,40000,yes,yes
2014,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1500 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,3,3,1,Pool View,12,24,Pooja Room,Other,Immediately,4-Feb,,25,Connected,,200000,no,no
2015,Rent,Residential,Apartment,Bangalore,Harlur,1500 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,2,,3rd,,Pooja Room,Other,Immediately,,,,Connected,1,350000,no,no
2016,Rent,Residential,Independent House,Bangalore,Jayanagar,1100 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,,,,,Other,,4-Feb,,,,,300000,yes,yes
2017,Rent,Commercial,Office Space,Bangalore,Banaswadi,3950 Sq.Ft. (Built-up Area),1.8 L,Furnished,,,1,Community View,1,1,,Other,,0-1,2,,Individual,1,10 months,no,yes
2018,Rent,Residential,Apartment,Bangalore,Jakkur,1200 Sq.Ft. (Built-up Area),"26,000",Semi-Furnished,2,2,1,Beach View,15,1,,Other,Immediately,0-1,1,a,Individual,,200000,no,no
2019,Rent,Residential,Apartment,Bangalore,Kengeri,1100 Sq.Ft. (Built-up Area),"22,000",Semi-Furnished,2,2,1,Garden View,2,A,Extra Room,Other,Immediately,4-Feb,1,4,Connected,,132000,no,no
2020,Rent,Residential,Apartment,Bangalore,Hebbal,1400 Sq.Ft. (Built-up Area),"17,000",Semi-Furnished,2,2,2,Park View,3,1,,Other,Immediately,7-May,300,4,Connected,2,100000,no,no
2021,Rent,Residential,Builder Floor,Bangalore,Koramangala,450 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,1,1,,Road View,2,,,Other,Later,7-May,,5,,1,150000,no,yes
2022,Rent,Residential,Independent House,Bangalore,Hsr Layout,600 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,1,1,1,Road View,,,,Other,Immediately,4-Feb,1,4,Connected,,100000,no,no
2023,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1980 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3.5,4,1,Park View,8,7,Servant Room,Other,Immediately,0-1,,27,Connected,1,300000,no,no
2024,Rent,Residential,Apartment,Bangalore,Koramangala,4000 Sq.Ft. (Built-up Area),1.9 L,Furnished,4,5,2,Community View,8,5,Servant Room,,Immediately,10+,5,8,Room-attached,,,no,yes
2025,Rent,Residential,Villa,Bangalore,Indiranagar,3500 Sq.Ft. (Built-up Area),1.5 L,Furnished,4,5,2,Park View,,,"Pooja Room,Study Room,Extra Room",Other,Immediately,4-Feb,,,"Connected,Room-attached",,1000000,no,yes
2026,Rent,Residential,Apartment,Bangalore,Hennur,1600 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,3,1,Garden View,7,H,Pooja Room,Other,Immediately,0-1,1,15,Connected,,200000,no,no
2027,Rent,Residential,Apartment,Bangalore,Sarjapur Road,650 Sq.Ft. (Built-up Area),"13,000",Furnished,1,2,1,Road View,7,"Tower 4,block D","Pooja Room,Study Room,Extra Room",One Month,Immediately,7-May,,13,Room-attached,1,,no,no
2028,Rent,Residential,Independent House,Bangalore,Kammasandra,1200 Sq.Ft. (Built-up Area),"18,000",Unfurnished,2,2,1,Road View,,,,Other,Immediately,4-Feb,,2,,1,60000,no,no
2029,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1680 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,,,1,Lake View,12,4,Extra Room,Other,Immediately,0-1,,27,Connected,1,300000,no,no
2030,Rent,Residential,Independent House,Bangalore,Ganga Nagar,600 Sq.Ft. (Built-up Area),"5,000",Furnished,Studio,1,,,,,,Two Month,Immediately,10-Aug,,1,,,,no,no
2031,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1595 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,,,1,Garden View,14,D,,Other,Immediately,4-Feb,,33,Individual,1,250000,no,no
2032,Rent,Residential,Apartment,Bangalore,Sarjapur Road,721 Sq.Ft. (Saleable Area),"25,000",Semi-Furnished,1,1,1,Park View,4,B,Extra Room,Other,Immediately,4-Feb,402,22,Individual,,150000,no,no
2033,Rent,Residential,Apartment,Bangalore,Tumkur Road,1719 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,3,2,1,Garden View,4,4,Pooja Room,Other,Immediately,0-1,,31,Individual,1,6 month rent,no,no
2034,Rent,Residential,Builder Floor,Bangalore,Hsr Layout Sector 2,590 Sq.Ft. (Built-up Area),"30,000",Furnished,1,1,1,,"1,2,3,4",,,Two Month,Immediately,4-Feb,14,4,,,,no,no
2035,Rent,Residential,Apartment,Bangalore,Varthur,1370 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,,4,A,Pooja Room,Other,Immediately,0-1,2nd,6,Connected,1,150000,no,no
2036,Rent,Residential,Apartment,Bangalore,Bagalakunte,1388 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,3,3,1,,,,,Other,Immediately,4-Feb,,,Connected,,240000,no,no
2037,Rent,Commercial,Office Space,Bangalore,Andrahalli,2200 Sq.Ft. (Built-up Area),2 L,Unfurnished,,,1,Community View,1,1,,Other,,4-Feb,1,,Individual,1,10 months,no,no
2038,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1326 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2.5,2,1,Garden View,15,10,,Other,Immediately,4-Feb,1,26,Individual,,200000,no,no
2039,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1410 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,,,1,Garden View,22,a,,Other,Immediately,0-1,,33,Connected,1,250000,no,no
2040,Rent,Commercial,Office Space,Bangalore,Achit Nagar,2400 Sq.Ft. (Built-up Area),3.6 L,Unfurnished,,,1,Community View,G,1,,Other,,0-1,1,,Individual,1,10 months,no,no
2041,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1980 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3.5,3,1,Park View,12,4,Extra Room,Other,Immediately,0-1,,26,Connected,1,300000,no,no
2042,Rent,Residential,Apartment,Bangalore,Hennur,1450 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2.5,2,1,Garden View,14,U,,Other,Immediately,4-Feb,,17,Individual,1,200000,no,no
2043,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1768 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,1,Garden View,17,8,,Other,Immediately,4-Feb,1,26,Individual,,20000,no,no
2044,Rent,Residential,Apartment,Bangalore,Hennur,1600 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2.5,2,1,Garden View,9,H,Pooja Room,Other,Immediately,4-Feb,,15,"Connected,Room-attached",,250000,no,no
2045,Rent,Residential,Apartment,Bangalore,Hennur Road,1900 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,1,Beach View,9,,Servant Room,Other,Later,4-Feb,,19,Room-attached,,300000,no,no
2046,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1350 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2.5,2,1,,,,,Other,Immediately,0-1,,,Connected,,6,no,no
2047,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1592 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3.5,3,1,Garden View,6,A,Extra Room,Other,Immediately,4-Feb,602,24,Individual,,330000,no,no
2048,Rent,Residential,Apartment,Bangalore,Hsr Layout,1100 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,3,,,,,,,Other,Immediately,,501,,,,200000,no,no
2049,Rent,Commercial,Shop,Bangalore,Koramangala,100 Sq.Ft. (Built-up Area),"12,000",Unfurnished,,,2,,1,g,,Other,,10+,b3,,,1,100000,no,yes
2050,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1750 Sq.Ft. (Built-up Area),"40,500",Semi-Furnished,3,3,1,Garden View,5,15,Pooja Room,Other,Immediately,4-Feb,1,3,Connected,,350000,no,no
2051,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1768 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,1,Garden View,24,2,,Other,Immediately,4-Feb,,26,Individual,,300000,no,no
2052,Rent,Commercial,Office Space,Bangalore,Andrahalli,1800 Sq.Ft. (Built-up Area),1.8 L,Unfurnished,,,1,Community View,1,1,,Other,,0-1,1,,Individual,1,10 months,no,no
2053,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1768 Sq.Ft. (Saleable Area),"57,500",Semi-Furnished,,,1,Garden View,16,8,,Other,Immediately,0-1,,26,Individual,1,200000,no,no
2054,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1469 Sq.Ft. (Saleable Area),"48,000",Semi-Furnished,3,2,1,Garden View,1,B,,Other,Immediately,0-1,,21,"Connected,Individual,Room-attached",,"300,000",no,no
2055,Rent,Residential,Apartment,Bangalore,Hennur Road,1850 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,1,Road View,13,3,Extra Room,Other,Immediately,0-1,1,28,Connected,1,450000,no,no
2056,Rent,Residential,Apartment,Bangalore,Yelahanka,635 Sq.Ft. (Saleable Area),"16,000",Unfurnished,1,1,,,,,,Other,Immediately,0-1,,,,,6 months,no,no
2057,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,3000 Sq.Ft. (Built-up Area),"85,000",Semi-Furnished,4,4,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,500000,no,no
2058,Rent,Residential,Independent House,Bangalore,Jayanagar,1200 Sq.Ft. (Built-up Area),"32,000",Furnished,2,3,1,Road View,,,Pooja Room,Other,Immediately,7-May,,2,Connected,1,300000,yes,yes
2059,Rent,Residential,Apartment,Bangalore,Hennur,1500 Sq.Ft. (Carpet Area),"42,000",Semi-Furnished,,,1,Garden View,6,c,,Other,Later,4-Feb,,16,Connected,1,250000,no,no
2060,Rent,Residential,Apartment,Bangalore,Hennur Road,1750 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,1,Pool View,5,G,,Other,Immediately,0-1,,18,Individual,1,300000,no,no
2061,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1056 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,,,1,Park View,10,a,,Other,Immediately,4-Feb,,11,Connected,1,200000,no,no
2062,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1600 Sq.Ft. (Saleable Area),"42,000",Semi-Furnished,3,3,1,Garden View,1,C,,Other,Immediately,0-1,C102,18,Individual,,200000,no,no
2063,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,3000 Sq.Ft. (Built-up Area),"95,000",Semi-Furnished,4,4,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,500000,no,no
2064,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1059 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,2,2,1,Community View,15,A,,Other,Immediately,4-Feb,1,33,Individual,,200000,no,no
2065,Rent,Commercial,Office Space,Bangalore,Indiranagar,1900 Sq.Ft. (Built-up Area),1.8 L,Semi-Furnished,,,2,,G,,,Two Month,,,2,,,,,no,yes
2066,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1650 Sq.Ft. (Built-up Area),"65,000",Furnished,,,1,Lake View,1,12,Extra Room,Other,Immediately,0-1,,33,Connected,1,500000,no,no
2067,Rent,Residential,Apartment,Bangalore,Gunjur Palya,1260 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,2,2,1,,1,2,Pooja Room,Other,Immediately,4-Feb,1,10,Connected,,250000,no,no
2068,Rent,Residential,Apartment,Bangalore,Tumkur Road,1719 Sq.Ft. (Saleable Area),"40,000",Semi-Furnished,3,2,1,Pool View,29,3,,,Immediately,,,,Connected,1,,no,no
2069,Rent,Residential,Apartment,Bangalore,Varthur,1655 Sq.Ft. (Saleable Area),"65,000",Semi-Furnished,3,3,1,,,,,,Immediately,,,,"Individual,Room-attached",,,no,no
2070,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1087 Sq.Ft. (Built-up Area),"34,000",Semi-Furnished,,,1,Garden View,8,8,Extra Room,Other,Immediately,0-1,,33,Connected,1,200000,no,no
2071,Rent,Residential,Apartment,Bangalore,Tumkur Road,1111 Sq.Ft. (Saleable Area),"40,000",Furnished,2,2,1,,22,11,Pooja Room,Other,Later,0-1,,28,Connected,,6 month rent,no,no
2072,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1500 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,3,1,Park View,11,D,,Other,Immediately,0-1,,17,Individual,1,300000,no,no
2073,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2000 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,300000,no,no
2074,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1106 Sq.Ft. (Saleable Area),"34,000",Semi-Furnished,2,2,1,Beach View,16,j,,Other,Immediately,4-Feb,1,33,Individual,,300000,no,no
2075,Rent,Residential,Apartment,Bangalore,Kannur,2144 Sq.Ft. (Saleable Area),"60,000",Semi-Furnished,,,1,Pool View,5,d,,Other,Immediately,4-Feb,,12,Connected,1,360000,no,no
2076,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1450 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2.5,2,1,Garden View,4,A,Pooja Room,Other,Immediately,4-Feb,,15,Connected,,150000,no,no
2077,Rent,Commercial,Office Space,Bangalore,Dasarahalli,5000 Sq.Ft. (Built-up Area),1.75 L,Unfurnished,,,4,,G,,,Two Month,,,1,,,,,no,no
2078,Rent,Residential,Apartment,Bangalore,Kommaghatta,1060 Sq.Ft. (Built-up Area),"14,000",Furnished,2,2,,Park View,9,B4,,Other,Immediately,0-1,2,10,Connected,1,60000,no,no
2079,Rent,Residential,Apartment,Bangalore,Bagalakunte,1408 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,1,Park View,,,,Other,Immediately,4-Feb,,,Room-attached,,250000,no,no
2080,Rent,Residential,Independent House,Bangalore,Jp Nagar,600 Sq.Ft. (Built-up Area),"8,500",Unfurnished,2,2,2,Road View,,,,Other,Immediately,7-May,,,"Connected,Individual",1,50000,no,no
2081,Rent,Residential,Apartment,Bangalore,Varthur,1665 Sq.Ft. (Saleable Area),"70,000",Semi-Furnished,3,2,1,Park View,21,A,,Other,Immediately,4-Feb,2108,25,"Connected,Room-attached",1,"400,000",no,no
2082,Rent,Residential,Apartment,Bangalore,Kodigehalli,800 Sq.Ft. (Built-up Area),"23,000",Semi-Furnished,1,1,1,,2,1,,Other,Immediately,0-1,1,5,Connected,,100000,no,no
2083,Rent,Commercial,Warehouse,Bangalore,Doddaballapur,30000 Sq.Ft. (Plot Area),4.5 L,,,,1,,,,,Other,,4-Feb,1,,,1,2700000,no,no
2084,Rent,Residential,Apartment,Bangalore,Varthur,1665 Sq.Ft. (Saleable Area),"62,000",Semi-Furnished,3,2,1,Pool View,20,C,Pooja Room,Other,Immediately,4-Feb,C2003,,Connected,,300000,no,no
2085,Rent,Residential,Apartment,Bangalore,Hennur,1590 Sq.Ft. (Carpet Area),"40,000",Semi-Furnished,,,1,Garden View,12,H,,Other,Immediately,0-1,,26,Connected,1,250000,no,no
2086,Rent,Residential,Builder Floor,Bangalore,Haralur Road,1800 Sq.Ft. (Built-up Area),"60,000",Semi-Furnished,3,3,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,300000,no,no
2087,Rent,Residential,Apartment,Bangalore,International Airport Road,1451 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,3,3,1,Garden View,,,,Other,Immediately,,,,Connected,1,5 month,no,no
2088,Rent,Residential,Apartment,Bangalore,Hebbal,1500 Sq.Ft. (Built-up Area),"70,000",Semi-Furnished,3,3,1,Garden View,16,G,,Other,Immediately,4-Feb,,30,Individual,1,500000,no,no
2089,Rent,Residential,Apartment,Bangalore,Sarjapur Road,721 Sq.Ft. (Saleable Area),"24,000",Semi-Furnished,1,,,Garden View,8,,,Other,Immediately,,,,Connected,,100000,no,no
2090,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1595 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,2,1,Garden View,9,4,,Other,Immediately,,1,26,Individual,,300000,no,no
2091,Rent,Commercial,Warehouse,Bangalore,Dasarahalli,5000 Sq.Ft. (Built-up Area),1.75 L,,,,1,,,,,Two Month,,0-1,2,,,1,10 months,no,no
2092,Rent,Residential,Apartment,Bangalore,Hennur,1155 Sq.Ft. (Saleable Area),"40,000",Semi-Furnished,,,1,Garden View,2,V,Pooja Room,Other,Immediately,4-Feb,,24,Connected,,400000,no,no
2093,Rent,Residential,Apartment,Bangalore,Tumkur Road,1379 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,3,2,1,Garden View,7,15,,,Immediately,4-Feb,,30,Room-attached,,,no,no
2094,Rent,Residential,Apartment,Bangalore,Tumkur Road,1111 Sq.Ft. (Saleable Area),"28,000",Semi-Furnished,2,2,1,Lake View,25,1,Extra Room,Other,Immediately,0-1,,25,Connected,,20000,no,no
2095,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1056 Sq.Ft. (Saleable Area),"33,000",Semi-Furnished,,,1,Garden View,22,6,,Other,Later,4-Feb,,26,Connected,1,200000,no,no
2096,Rent,Residential,Apartment,Bangalore,Bagalakunte,1427 Sq.Ft. (Built-up Area),"42,000",Semi-Furnished,3,2,1,Road View,8,1,,Other,Immediately,0-1,,31,Individual,,252000,no,no
2097,Rent,Residential,Apartment,Bangalore,Gunjur Palya,1550 Sq.Ft. (Carpet Area),"55,000",Semi-Furnished,3,3,2,Garden View,1,3,Pooja Room,Other,Immediately,4-Feb,1,24,Connected,,200000,no,no
2098,Rent,Residential,Apartment,Bangalore,Hennur Road,1640 Sq.Ft. (Built-up Area),"65,000",Furnished,3,3,1,Beach View,15,,,Other,Immediately,4-Feb,,19,Connected,,400000,no,no
2099,Rent,Residential,Apartment,Bangalore,Hennur,1650 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2.5,2,1,Community View,14,u,Study Room,Other,Immediately,4-Feb,1,19,Individual,,300000,no,no
2100,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1980 Sq.Ft. (Built-up Area),"52,000",Semi-Furnished,3.5,4,1,Garden View,7,5,Servant Room,Other,Immediately,4-Feb,7089,25,Connected,,250000,no,no
2101,Rent,Residential,Apartment,Bangalore,Hennur,1224 Sq.Ft. (Carpet Area),"40,000",Semi-Furnished,,,1,Garden View,12,H,,Other,Immediately,0-1,,26,Connected,1,250000,no,no
2102,Rent,Residential,Apartment,Bangalore,Kannur,1700 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,2,,12,5,Pooja Room,Other,Immediately,4-Feb,1,26,Connected,,250000,no,no
2103,Rent,Residential,Apartment,Bangalore,Tumkur Road,962 Sq.Ft. (Saleable Area),"28,000",Semi-Furnished,2,2,1,Lake View,11,1,,Other,Immediately,0-1,,11,Connected,1,1500000,no,no
2104,Rent,Residential,Apartment,Bangalore,Jakkur,740 Sq.Ft. (Carpet Area),"30,000",Semi-Furnished,,2,1,Garden View,5,D,,,Immediately,4-Feb,,16,Individual,1,,no,no
2105,Rent,Residential,Apartment,Bangalore,Kogilu,1475 Sq.Ft. (Carpet Area),"35,000",Semi-Furnished,,,1,Garden View,a,12,,Other,Immediately,4-Feb,,14,Connected,1,200000,no,no
2106,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2300 Sq.Ft. (Built-up Area),"75,000",Semi-Furnished,3.5,4,2,Road View,1,,Pooja Room,Other,Immediately,4-Feb,2,3,"Connected,Individual,Room-attached",1,500000,no,no
2107,Rent,Commercial,Office Space,Bangalore,Kodihalli,1800 Sq.Ft. (Built-up Area),2 L,Unfurnished,,,1,Community View,G,1gv,,Other,,0-1,1,,Individual,1,10 months,no,no
2108,Rent,Residential,Apartment,Bangalore,Gunjur Palya,1430 Sq.Ft. (Carpet Area),"53,000",Semi-Furnished,3,3,1,,10th,A,Pooja Room,Other,Immediately,0-1,1A,24,Room-attached,,150000,no,no
2109,Rent,Residential,Apartment,Bangalore,Tumkur Road,1373 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,3,2,1,,,,,Other,Immediately,0-1,,,Connected,,6 months,no,no
2110,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2800 Sq.Ft. (Built-up Area),"85,000",Semi-Furnished,4,4,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,400000,no,no
2111,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1450 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2.5,2,1,Pool View,4,G,,Other,Immediately,0-1,,33,Connected,1,250000,no,no
2112,Rent,Residential,Apartment,Bangalore,Thanisandra,1690 Sq.Ft. (Saleable Area),"70,000",Furnished,,,1,Garden View,16,D,,Other,Immediately,4-Feb,,19,Individual,1,350000,no,no
2113,Rent,Residential,Apartment,Bangalore,Kanakapura,2272 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3,3,1,Garden View,12,C,Extra Room,Other,Immediately,4-Feb,1,24,Room-attached,,350000,no,no
2114,Rent,Residential,Apartment,Bangalore,Thanisandra,2350 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,4,4,1,,8,3,Pooja Room,Other,Immediately,4-Feb,,15,Connected,,400000,no,no
2115,Rent,Residential,Apartment,Bangalore,Yelahanka,1850 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,3,3,1,Garden View,12,a,,Other,Immediately,0-1,1,13,Connected,1,440000,no,no
2116,Rent,Commercial,Office Space,Bangalore,Vidyaranyapura,6500 Sq.Ft. (Built-up Area),3.25 L,Unfurnished,,,1,Community View,1,1,,Other,,0-1,1,,Individual,1,10 months,no,yes
2117,Rent,Residential,Apartment,Bangalore,Harlur,1500 Sq.Ft. (Built-up Area),"70,000",Semi-Furnished,3,3,1,Garden View,3,,,Other,Immediately,4-Feb,,,Room-attached,1,400000,no,no
2118,Rent,Residential,Apartment,Bangalore,Varthur,1600 Sq.Ft. (Built-up Area),"64,000",Semi-Furnished,2.5,2,1,Beach View,15,a,Pooja Room,Other,Immediately,4-Feb,1,20,Individual,,4000000,no,no
2119,Rent,Residential,Apartment,Bangalore,Hebbal,2500 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,4,4,1,Garden View,9,D,Extra Room,Other,Immediately,4-Feb,1,15,Connected,,540000,no,no
2120,Rent,Residential,Apartment,Bangalore,Varthur,1350 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,2,Lake View,2,4,Pooja Room,Other,Immediately,4-Feb,2,24,Connected,1,150000,no,no
2121,Rent,Residential,Apartment,Bangalore,Hebbal,1935 Sq.Ft. (Saleable Area),"70,000",Furnished,,3,1,Lake View,12,14,Extra Room,Other,Immediately,0-1,,28,Connected,1,700000,no,no
2122,Rent,Residential,Apartment,Bangalore,K Channasandra,500 Sq.Ft. (Built-up Area),"10,000",Semi-Furnished,1,1,,,4,A,,Other,Later,7-May,401,4,Individual,,50000,no,no
2123,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1635 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3,3,1,Park View,,,,Other,Immediately,4-Feb,,,Room-attached,,350000,no,no
2124,Rent,Residential,Apartment,Bangalore,International Airport Road,1550 Sq.Ft. (Built-up Area),"31,000",Semi-Furnished,2.5,2,1,,,,,Other,Immediately,0-1,,,,1,5 months,no,no
2125,Rent,Residential,Apartment,Bangalore,Tumkur Road,1700 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,3,3,1,,25,,,Other,Immediately,0-1,,,,,300000,no,no
2126,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1600 Sq.Ft. (Saleable Area),"42,000",Semi-Furnished,3,3,,,,,,Other,,,,,,,250000,no,no
2127,Rent,Residential,Apartment,Bangalore,Hebbal,1935 Sq.Ft. (Saleable Area),"75,000",Furnished,,3,1,Road View,7,4,Extra Room,Other,Immediately,0-1,,14,Connected,1,500000,no,no
2128,Rent,Residential,Apartment,Bangalore,Budigere,1670 Sq.Ft. (Carpet Area),"52,000",Semi-Furnished,,,1,,4,5,Pooja Room,Other,Immediately,4-Feb,1,25,Connected,,200000,no,no
2129,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,1500 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3,3,2,,,,,Other,Immediately,,,,Connected,,275000,no,no
2130,Rent,Residential,Apartment,Bangalore,Gunjur Palya,1635 Sq.Ft. (Carpet Area),"40,000",Semi-Furnished,2,3,2,Garden View,3,2,Pooja Room,Other,Immediately,4-Feb,1,24,Connected,,150000,no,no
2131,Rent,Commercial,Office Space,Bangalore,Whitefield,11200 Sq.Ft. (Built-up Area),6.5 L,Unfurnished,,,1,Community View,2,1,,Other,,7-May,1,,Connected,1,10 months,no,no
2132,Rent,Residential,Apartment,Bangalore,Tumkur Road,1111 Sq.Ft. (Saleable Area),"28,000",Semi-Furnished,2,2,2,Beach View,22,2,,Other,Immediately,0-1,,22,Individual,,150000,no,no
2133,Rent,Residential,Apartment,Bangalore,Jakkur,1750 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,3,1,Garden View,5,D,,Other,Immediately,0-1,1,13,Individual,1,400000,no,no
2134,Rent,Residential,Apartment,Bangalore,Harlur,1800 Sq.Ft. (Built-up Area),"60,000",Furnished,3,2,1,,,,,Other,Later,4-Feb,1,,Connected,,600000,no,no
2135,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,3200 Sq.Ft. (Built-up Area),"90,000",Furnished,4,4,1,Road View,1,,Pooja Room,Other,Immediately,0-1,1,1,Connected,1,600000,no,no
2136,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1983 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,3,4,1,Garden View,11,2,Extra Room,Other,Immediately,4-Feb,ghsy,24,Connected,,300000,no,no
