,Listing Type,Property Type,Building Type,City,Locality,Area,Rent,Furnishing Status,Number of Rooms,Number of Bathroom,Covered Parking,View,Floor Number,Tower/Block,Additional Rooms,Security Deposit,Available From,Age of Property (Years),Unit No,Total Floor Count,Balcony,Open/Uncovered Parking,Deposit amount,crime,hospital
1033,Rent,Residential,Apartment,Bangalore,Frazer Town,1500 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,1,,1,,,Other,Later,0-1,1,1,,,400000,no,no
1034,Rent,Residential,Villa,Bangalore,Chansandra,3155 Sq.Ft. (Saleable Area),1.1 L,Semi-Furnished,4,6,2,Community View,,A,Servant Room,Other,Immediately,4-Feb,,2,Individual,1,800000,no,no
1035,Rent,Commercial,Shop,Bangalore,Kothanur,2500 Sq.Ft. (Built-up Area),1.25 L,Furnished,,,2,,,,,Other,,0-1,,,,,1250000,no,no
1036,Rent,Residential,Apartment,Bangalore,Whitefield,2000 Sq.Ft. (Built-up Area),"33,000",Semi-Furnished,2.5,2,1,Community View,2,,,Other,Later,4-Feb,,5,Individual,1,150000,no,no
1037,Rent,Residential,Independent House,Bangalore,Thanisandra Main Road,1350 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,2,2,1,,,,Pooja Room,Other,Immediately,0-1,,,Individual,1,200000,no,no
1038,Rent,Residential,Independent House,Bangalore,Sanjay Nagar,2500 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,3,3,2,,,,,Other,Immediately,,,,,,900000,no,no
1039,Rent,Commercial,Office Space,Bangalore,Hoodi,7000 Sq.Ft. (Built-up Area),4.8 L,Unfurnished,,,4,,1,,,Other,,0-1,,,,2,4800000,no,no
1040,Rent,Residential,Apartment,Bangalore,Yelahanka,1665 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,3,3,1,Garden View,13,B,Extra Room,Other,Immediately,4-Feb,1,15,Connected,,192000,no,no
1041,Rent,Residential,Apartment,Bangalore,Tumkur Road,1373 Sq.Ft. (Built-up Area),"38,000",Semi-Furnished,3,3,1,Garden View,2,,,Other,Immediately,0-1,,G+19,Room-attached,,250000,no,no
1042,Rent,Residential,Villa,Bangalore,Marathahalli Orr,3800 Sq.Ft. (Built-up Area),2.5 L,Semi-Furnished,4,5,2,Garden View,,,Servant Room,Other,,10+,,,Connected,2,1500000,no,no
1043,Rent,Residential,Apartment,Bangalore,Hebbal,1245 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,Garden View,2,,,Other,Immediately,4-Feb,,14,Room-attached,,200000,no,no
1044,Rent,Residential,Apartment,Bangalore,Hebbal,2428 Sq.Ft. (Carpet Area),"65,000",Semi-Furnished,,,1,Lake View,6,,Servant Room,Other,Immediately,,,,Connected,,520000,no,no
1045,Rent,Residential,Apartment,Bangalore,Marathahalli,1050 Sq.Ft. (Built-up Area),"26,900",Semi-Furnished,2,2,,,3,A,,Other,Later,7-May,301,4,Individual,,100000,no,no
1046,Rent,Residential,Apartment,Bangalore,Pai Layout,1200 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Road View,2,,,Other,Immediately,7-May,,,Individual,,150000,no,no
1047,Rent,Residential,Apartment,Bangalore,Chinnapanna Halli,700 Sq.Ft. (Built-up Area),"18,000",Semi-Furnished,1,1,,Road View,3,1,,Other,Later,4-Feb,1,5,,,90000,no,no
1048,Rent,Residential,Apartment,Bangalore,Hebbal,1108 Sq.Ft. (Carpet Area),"45,000",Semi-Furnished,3,3,1,Garden View,11,A,Extra Room,Other,Immediately,4-Feb,1,20,Connected,,300000,no,no
1049,Rent,Residential,Apartment,Bangalore,Murugesh Palya,1160 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2,2,1,,1,,,Other,Immediately,4-Feb,,5,,,150000,no,no
1050,Rent,Residential,Apartment,Bangalore,Jp Nagar Phase 8,1300 Sq.Ft. (Built-up Area),"45,000",Furnished,2.5,2,,,,,,Other,Immediately,4-Feb,,,Connected,,300000,no,no
1051,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,626 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,,,1,Garden View,15,c,,Other,Immediately,4-Feb,,17,Individual,1,200000,no,no
1052,Rent,Residential,Apartment,Bangalore,New Thippasandra,2600 Sq.Ft. (Built-up Area),"95,000",Furnished,4,4,1,Road View,4,2,Pooja Room,Other,Immediately,7-May,1,4,"Connected,Room-attached",,450000,no,no
1053,Rent,Residential,Apartment,Bangalore,Harlur,2300 Sq.Ft. (Built-up Area),"80,000",Semi-Furnished,3.5,4,1,Road View,4,8,Pooja Room,Other,Immediately,4-Feb,1,10,"Connected,Individual,Room-attached",1,500000,no,no
1054,Rent,Residential,Builder Floor,Bangalore,Banashankari,1300 Sq.Ft. (Built-up Area),"42,000",Semi-Furnished,3,3,1,Park View,2,,Pooja Room,Other,Immediately,4-Feb,1,1,Room-attached,,300000,yes,yes
1055,Rent,Commercial,Industrial Plot,Bangalore,Dasanapura,148000 Sq.Ft. (Plot Area),1 L,,,,,Road View,,,,,,,,,,,,no,no
1056,Rent,Residential,Apartment,Bangalore,Jakkur,2500 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,4,4,1,,8th,,,Two Month,Immediately,0-1,,,,,,no,no
1057,Rent,Residential,Apartment,Bangalore,Jp Nagar,2000 Sq.Ft. (Built-up Area),"60,000",Semi-Furnished,3,3,1,,7,,Servant Room,Other,Immediately,10+,,,Connected,,500000,no,no
1058,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1131 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Garden View,18,A,Extra Room,Other,Immediately,4-Feb,1,22,Connected,,210000,no,no
1059,Rent,Commercial,Office Space,Bangalore,Hal Old Airport Road,7300 Sq.Ft. (Built-up Area),5 L,Unfurnished,,,1,Road View,8,,,Other,,10+,,,Room-attached,,5000000,no,no
1060,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1800 Sq.Ft. (Built-up Area),"85,000",Semi-Furnished,3,3,2,Garden View,15,,,Other,Immediately,4-Feb,,35,Room-attached,,3500000,no,yes
1061,Rent,Residential,Apartment,Bangalore,Marathahalli,1100 Sq.Ft. (Built-up Area),"41,800",Furnished,2,2,,Road View,3,A,,Other,Immediately,4-Feb,,6,,1,180000,no,no
1062,Rent,Residential,Builder Floor,Bangalore,Kr Puram,1200 Sq.Ft. (Built-up Area),"23,000",Semi-Furnished,2,2,1,,3,,,Other,Immediately,0-1,303,5,Connected,1,60000,no,no
1063,Rent,Residential,Apartment,Bangalore,Hennur,1445 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,,,1,Park View,1,v,Servant Room,Other,Immediately,4-Feb,104,17,Individual,1,240000,no,no
1064,Rent,Residential,Apartment,Bangalore,Hebbal,2307 Sq.Ft. (Saleable Area),"90,000",Semi-Furnished,3,3,1,Road View,14,B,Extra Room,Other,Immediately,4-Feb,1403,33,Individual,,540000,no,no
1065,Rent,Residential,Apartment,Bangalore,Cooke Town,1700 Sq.Ft. (Saleable Area),"63,000",Furnished,,2,1,,,,,Other,Later,10-Aug,,,"Connected,Individual,Room-attached",,400000,no,no
1066,Rent,Residential,Apartment,Bangalore,Whitefield,12000 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,2,2,1,Road View,2,2,,Other,Immediately,0-1,4,4,Individual,,100000,no,no
1067,Rent,Residential,Apartment,Bangalore,Nallurhalli,1250 Sq.Ft. (Built-up Area),"40,000",Furnished,2,2,1,Road View,3,B,Pooja Room,Other,Immediately,7-May,A306,5,"Connected,Room-attached",,5 month rent,no,no
1068,Rent,Residential,Builder Floor,Bangalore,Shanthi Nagar,2500 Sq.Ft. (Built-up Area),1 L,Semi-Furnished,3.5,4,1,,,,Servant Room,Other,Immediately,0-1,,,Individual,,Six month,no,no
1069,Rent,Residential,Apartment,Bangalore,Cv Raman Nagar,1400 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Community View,7,1,,,Later,0-1,26,4,Connected,,,no,no
1070,Rent,Residential,Builder Floor,Bangalore,Harlur,1000 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,1,2,1,,1,,,Other,Immediately,0-1,2,4,Individual,1,80000,no,no
1071,Rent,Residential,Apartment,Bangalore,Ramamurthy Nagar,950 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,2,2,1,Golf Course,17,J,Study Room,Two Month,Immediately,,J379,25,Connected,1,,no,no
1072,Rent,Residential,Apartment,Bangalore,Marathahalli,1000 Sq.Ft. (Built-up Area),"38,000",Furnished,2,2,,Road View,3,`,,Other,Immediately,4-Feb,,5,,,180000,no,no
1073,Rent,Residential,Apartment,Bangalore,Rajanukunte,1200 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,2,2,2,Garden View,3,,Pooja Room,Other,Immediately,0-1,,4,"Individual,Room-attached",1,200000,no,no
1074,Rent,Commercial,Warehouse,Bangalore,Devanahalli,5500 Sq.Ft. (Built-up Area),1 L,,,,1,,,,,Other,,0-1,1,,,1,500000,no,no
1075,Rent,Commercial,Shop,Bangalore,Jakkur,2200 Sq.Ft. (Built-up Area),2.2 L,Semi-Furnished,,,1,,,,,Other,,4-Feb,,,,,2000000,no,no
1076,Rent,Residential,Apartment,Bangalore,Bellandur,1711 Sq.Ft. (Saleable Area),"70,000",Semi-Furnished,3,3,2,,6th,,Pooja Room,Other,Immediately,4-Feb,,,"Connected,Individual",1,350000,no,no
1077,Rent,Residential,Apartment,Bangalore,Whitefield,1700 Sq.Ft. (Built-up Area),"75,000",Semi-Furnished,3.5,4,2,Park View,2,16,Servant Room,Other,Immediately,4-Feb,16023,19,Connected,,300000,no,no
1078,Rent,Residential,Builder Floor,Bangalore,Hsr Layout Sector 2,580 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,1,1,1,,4,,,Other,Immediately,4-Feb,2,5,Connected,1,100000,no,no
1079,Rent,Residential,Apartment,Bangalore,Murugesh Palya,1120 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2,2,1,Road View,2,,,Other,Immediately,7-May,,5,,,150000,no,no
1080,Rent,Residential,Apartment,Bangalore,Varthur,1144 Sq.Ft. (Built-up Area),"75,000",Furnished,3,3,1,Garden View,20,B,Extra Room,Other,Immediately,4-Feb,1,33,Connected,,400000,no,no
1081,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1855 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3.5,3,1,Garden View,21,C,Extra Room,Other,Immediately,4-Feb,1,24,Connected,,330000,no,yes
1082,Rent,Residential,Apartment,Bangalore,Sadashiva Nagar,1850 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3,3,1,Road View,2,2,Study Room,Other,Immediately,10-Aug,205,5,Connected,1,350000,no,no
1083,Rent,Residential,Apartment,Bangalore,Hebbal,1108 Sq.Ft. (Carpet Area),"45,000",Semi-Furnished,3,3,1,Garden View,14,A,Extra Room,Other,Immediately,4-Feb,1,20,Connected,,270000,no,no
1084,Rent,Residential,Apartment,Bangalore,Sarjapur Road,721 Sq.Ft. (Saleable Area),"27,000",Semi-Furnished,1,1,1,Pool View,9,E,,Other,Immediately,0-1,,22,Individual,,100000,no,no
1085,Rent,Residential,Apartment,Bangalore,Jakkur,600 Sq.Ft. (Built-up Area),,Semi-Furnished,1.5,1,,,,,,Two Month,Immediately,0-1,,,,,,no,no
1086,Rent,Residential,Villa,Bangalore,Marathahalli Orr,3850 Sq.Ft. (Built-up Area),2.25 L,Semi-Furnished,4,5,2,Garden View,,,Servant Room,Other,Immediately,10+,,2,Connected,2,1600000,no,no
1087,Rent,Residential,Apartment,Bangalore,Hoodi,1400 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3,3,1,Garden View,1,A,,Other,Immediately,0-1,,13,Individual,1,300000,no,no
1088,Rent,Residential,Apartment,Bangalore,Vidyaranyapura,1200 Sq.Ft. (Built-up Area),"23,000",Semi-Furnished,3,3,1,Road View,4,1,,Other,Immediately,4-Feb,123,10,Connected,,6 months rent,no,yes
1089,Rent,Residential,Apartment,Bangalore,Mahadevpura,1094 Sq.Ft. (Saleable Area),"39,000",Semi-Furnished,2,2,1,,1,A,,Other,Immediately,7-May,109,5,Individual,,180000,no,no
1090,Rent,Commercial,Office Space,Bangalore,Whitefield,3152 Sq.Ft. (Built-up Area),2.08 L,Unfurnished,,,1,Community View,G,1,,Other,,0-1,1,,Individual,1,10 months,no,no
1091,Rent,Residential,Apartment,Bangalore,Munnekollal,1100 Sq.Ft. (Built-up Area),"22,500",Semi-Furnished,2,2,,Road View,1,A,,Other,Immediately,4-Feb,102,4,,,100000,no,no
1092,Rent,Residential,Builder Floor,Bangalore,Hsr Layout Sector 2,1400 Sq.Ft. (Built-up Area),"50,000",Furnished,2,2,1,,,,,Other,Immediately,4-Feb,,,,1,200000,no,no
1093,Rent,Commercial,Showroom,Bangalore,Sarjapur,25000 Sq.Ft. (Built-up Area),37.5 L,Unfurnished,,,2,Road View,1,A,,,,0-1,101,5,,,,no,no
1094,Rent,Commercial,Office Space,Bangalore,Bellandur Outer Ring Road,7300 Sq.Ft. (Built-up Area),5.8 L,Unfurnished,,,5,Road View,4,,,Other,,0-1,,,,,5800000,no,no
1095,Rent,Residential,Apartment,Bangalore,Mahadevpura,1200 Sq.Ft. (Built-up Area),"35,000",Furnished,2,2,2,,2,B,,Other,Immediately,0-1,1,3,Individual,,80000,no,no
1096,Rent,Residential,Apartment,Bangalore,Hebbal,3670 Sq.Ft. (Saleable Area),2 L,Semi-Furnished,,4,2,,7,,,,Immediately,0-1,,,Connected,,,no,no
1097,Rent,Residential,Pg,Bangalore,Rajaji Nagar,1500 Sq.Ft. (Built-up Area),"13,500",Furnished,,,,,,,,Two Month,Immediately,,,,,,,no,no
1098,Rent,Residential,Builder Floor,Bangalore,Koramangala,2300 Sq.Ft. (Built-up Area),1.5 L,Semi-Furnished,3,3,2,Road View,1,,Pooja Room,Other,Immediately,0-1,1,2,"Connected,Individual,Room-attached",1,600000,no,yes
1099,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1800 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,3,2,1,Road View,3,A,,Other,Immediately,10+,A,3,Connected,,200000,no,yes
1100,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1100 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,,,2,,4,,,Other,Immediately,0-1,,24,"Connected,Individual,Room-attached",,250000,no,no
1101,Rent,Residential,Apartment,Bangalore,Vidyaranyapura,1154 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,2,2,1,Lake View,9,2,Pooja Room,,Immediately,0-1,,10,Connected,1,,no,yes
1102,Rent,Residential,Apartment,Bangalore,Cooke Town,1700 Sq.Ft. (Saleable Area),"63,000",Furnished,2,2,1,Garden View,,,,Other,Immediately,10-Aug,,,Connected,,500000,no,no
1103,Rent,Commercial,Office Space,Bangalore,Koramangala,1500 Sq.Ft. (Built-up Area),1 L,Unfurnished,,,1,Community View,G,1,,Other,,0-1,2,,Individual,1,10 months,no,yes
1104,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1592 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,3.5,3,1,Garden View,11,C,Extra Room,Other,Immediately,4-Feb,1,24,Connected,,330000,no,no
1105,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1100 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,2,,,,,,Immediately,0-1,,,"Connected,Individual,Room-attached",,,no,no
1106,Rent,Residential,Apartment,Bangalore,Maithri Layout,1250 Sq.Ft. (Built-up Area),"33,000",Semi-Furnished,2,2,1,,5,B,,Other,Later,7-May,501,5,Individual,,150000,no,no
1107,Rent,Residential,Builder Floor,Bangalore,Ulsoor,1600 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,3,3,1,Road View,3,,Pooja Room,Other,Immediately,0-1,,,Individual,,250000,no,no
1108,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1850 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,2,Park View,5,1,,Other,Immediately,7-May,1,8,"Connected,Individual,Room-attached",,300000,no,no
1109,Rent,Residential,Apartment,Bangalore,Hebbal,1349 Sq.Ft. (Saleable Area),"42,000",Semi-Furnished,2,2,2,Lake View,2,6,,Other,Immediately,0-1,2,24,Connected,1,200000,no,no
1110,Rent,Residential,Apartment,Bangalore,Langford Town,2200 Sq.Ft. (Built-up Area),"90,000",Semi-Furnished,3,3,1,Garden View,Ground floor,1,,Other,Immediately,10-Aug,1,4,Connected,,900000,no,no
1111,Rent,Residential,Apartment,Bangalore,Bommanahalli,1885 Sq.Ft. (Saleable Area),"76,000",Furnished,3,3,1,Pool View,7,A,,Other,Immediately,4-Feb,,10,"Connected,Room-attached",,"400,000",no,no
1112,Rent,Residential,Apartment,Bangalore,Sarjapur Road,721 Sq.Ft. (Saleable Area),"27,000",Semi-Furnished,1,1,1,Pool View,19,A,,Other,Immediately,0-1,,22,Individual,,100000,no,no
1113,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1176 Sq.Ft. (Saleable Area),"37,000",Semi-Furnished,2,2,1,Garden View,1,G,,Other,Later,0-1,,12,Individual,,250000,no,no
1114,Rent,Residential,Builder Floor,Bangalore,Murugesh Palya,1006 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,2,2,1,Road View,1,,Pooja Room,Other,Immediately,7-May,,5,,,100000,no,no
1115,Rent,Residential,Apartment,Bangalore,Munnekollal,1000 Sq.Ft. (Built-up Area),"21,800",Semi-Furnished,2,2,,Road View,1,A,,Other,Immediately,4-Feb,102,5,,,100000,no,no
1116,Rent,Residential,Apartment,Bangalore,Cv Raman Nagar,1320 Sq.Ft. (Built-up Area),"35,100",Semi-Furnished,2,2,1,Road View,2,1,,Other,Later,0-1,1,4,Connected,,200000,no,no
1117,Rent,Residential,Apartment,Bangalore,Hebbal,1134 Sq.Ft. (Saleable Area),"44,000",Semi-Furnished,,,1,Garden View,1,A,,One Month,Immediately,4-Feb,1,20,Individual,1,,no,no
1118,Rent,Residential,Villa,Bangalore,Jakkur,4350 Sq.Ft. (Built-up Area),"90,000",Furnished,4,5,2,Road View,,,,Other,Immediately,7-May,,2,"Connected,Room-attached",1,400000,no,no
1119,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,618 Sq.Ft. (Saleable Area),"26,500",Semi-Furnished,1,1,1,Road View,6,A,Extra Room,Other,Immediately,4-Feb,603,25,Individual,,150000,no,no
1120,Rent,Commercial,Land,Bangalore,Whitefield,1 Acre (Plot Area),15 L,,,,,,,,,,,,,,,,,no,no
1121,Rent,Residential,Apartment,Bangalore,Mg Road,2190 Sq.Ft. (Built-up Area),1.1 L,Furnished,3,3,1,Road View,2,A,Extra Room,Other,Immediately,4-Feb,203,4,Individual,,690000,no,no
1122,Rent,Residential,Apartment,Bangalore,Richmond Town,1900 Sq.Ft. (Saleable Area),"65,000",Semi-Furnished,,4,1,Garden View,,,Servant Room,Other,Immediately,7-May,,,"Connected,Individual",,400000,no,no
1123,Rent,Residential,Apartment,Bangalore,Mahadevpura,1200 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,1,Road View,1,1,,Other,Later,4-Feb,1,4,"Individual,Room-attached",,180000,no,no
1124,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1108 Sq.Ft. (Saleable Area),"35,000",Furnished,,2,1,Community View,,,,,Later,4-Feb,,,Connected,,,no,no
1125,Rent,Residential,Apartment,Bangalore,Jp Nagar Phase 7,1450 Sq.Ft. (Built-up Area),"18,000",Furnished,2,1,1,,,,Pooja Room,One Month,Immediately,0-1,,,Connected,,,no,no
1126,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,600 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,1,1,1,,3,,,Other,Immediately,4-Feb,4,5,Individual,,100000,no,no
1127,Rent,Commercial,Office Space,Bangalore,Lavelle Road,2300 Sq.Ft. (Built-up Area),5.09 L,Furnished,,,5,Road View,5,,,Other,,,505,,,,3000000,no,no
1128,Rent,Residential,Independent House,Bangalore,Hsr Layout Sector 2,1200 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,,,,,Other,Immediately,4-Feb,,,,,150000,no,no
1129,Rent,Commercial,Office Space,Bangalore,Brigade Road,1350 Sq.Ft. (Built-up Area),"90,000",Furnished,,,1,Road View,7,,,Other,,,705,,,,500000,no,no
1130,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,618 Sq.Ft. (Saleable Area),"27,000",Semi-Furnished,1,1,1,Park View,12,B,Extra Room,Other,Immediately,4-Feb,1202,25,Individual,,150000,no,no
1131,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1564 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,,3,2,,,,,,Immediately,4-Feb,,,"Connected,Individual,Room-attached",,,no,no
1132,Rent,Residential,Apartment,Bangalore,Hebbal,2312 Sq.Ft. (Saleable Area),1 L,Furnished,3,3,1,Park View,2,A,Extra Room,Other,Immediately,4-Feb,201,3,Individual,,600000,no,no
1133,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1314 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,3,3,1,Garden View,10,C,Extra Room,Other,Immediately,4-Feb,1,14,Connected,,200000,no,no
1134,Rent,Residential,Apartment,Bangalore,Mahadevpura,1100 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2,2,1,Road View,3,A,,Other,Immediately,4-Feb,,5,Connected,,200000,no,no
1135,Rent,Residential,Apartment,Bangalore,Mahadevpura,1176 Sq.Ft. (Built-up Area),"42,000",Semi-Furnished,2,2,1,,3,B,,Other,Later,7-May,304,5,Individual,,140000,no,no
1136,Rent,Residential,Apartment,Bangalore,Varthur,1450 Sq.Ft. (Built-up Area),"60,000",Semi-Furnished,3,3,1,,15,,,Other,Immediately,0-1,,26,"Connected,Individual",1,180000,no,no
1137,Rent,Residential,Apartment,Bangalore,Bellandur,1730 Sq.Ft. (Built-up Area),"59,000",Semi-Furnished,3,3,1,,0,1,Pooja Room,Other,Immediately,10-Aug,,5,"Individual,Room-attached",,250000,no,no
1138,Rent,Residential,Villa,Bangalore,Nandi Hills,5896 Sq.Ft. (Saleable Area),3.5 L,Furnished,,,2,Golf Course,,,"Pooja Room,Servant Room,Study Room,Extra Room",,Immediately,4-Feb,,,Connected,2,,no,no
1139,Rent,Residential,Builder Floor,Bangalore,Indiranagar,1000 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2,2,1,Road View,1,,,Other,Immediately,0-1,,,Connected,,200000,no,yes
1140,Rent,Residential,Apartment,Bangalore,Cv Raman Nagar,1400 Sq.Ft. (Built-up Area),"45,500",Furnished,2,2,1,Road View,2,1,,Other,Later,0-1,1,4,Connected,,200000,no,no
1141,Rent,Residential,Builder Floor,Bangalore,Murugesh Palya,1350 Sq.Ft. (Built-up Area),"55,000",Semi-Furnished,2.5,2,,Community View,2,,Pooja Room,Other,Immediately,4-Feb,S2,5,Connected,1,300000,no,no
1142,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1275 Sq.Ft. (Saleable Area),"37,000",Semi-Furnished,2,2,2,Garden View,3,1,Pooja Room,Other,Immediately,,1,29,"Connected,Room-attached",1,150000,no,no
1143,Rent,Residential,Builder Floor,Bangalore,Murugesh Palya,995 Sq.Ft. (Built-up Area),"18,000",Semi-Furnished,2,1,1,Road View,2,,,Other,Immediately,7-May,,3,,,100000,no,no
1144,Rent,Residential,Apartment,Bangalore,St Thomas Town,1050 Sq.Ft. (undefined),"40,000",,2,,,,,,,,,,,,,,,no,no
1145,Rent,Residential,Independent House,Bangalore,Thanisandra Main Road,1920 Sq.Ft. (Built-up Area),"52,000",Semi-Furnished,3.5,3,1,Garden View,,,Servant Room,Other,Immediately,7-May,7,23,Room-attached,1,350000,no,no
1146,Rent,Commercial,Office Space,Bangalore,Cunningham Road,1000 Sq.Ft. (Built-up Area),"70,000",Furnished,,,1,Road View,1,,,Other,,10+,,,Room-attached,,700000,no,no
1147,Rent,Residential,Villa,Bangalore,Kothanur,4300 Sq.Ft. (Saleable Area),1.25 L,Semi-Furnished,,,2,Garden View,,,Servant Room,Other,Immediately,4-Feb,,,Connected,,750000,no,no
1148,Rent,Residential,Apartment,Bangalore,Sarjapur Road,721 Sq.Ft. (Saleable Area),"32,000",Furnished,1,1,,Park View,7,E,,Other,Immediately,0-1,E705,22,Individual,,120000,no,no
1149,Rent,Commercial,Office Space,Bangalore,Kasturi Nagar,1000 Sq.Ft. (Built-up Area),"40,000",Furnished,,,1,Community View,G,1,,Other,,0-1,1,,Individual,1,10 months,no,no
1150,Rent,Residential,Apartment,Bangalore,Dollars Colony,1500 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,3,3,1,,,,,Other,Immediately,,,,,,300000,no,no
1151,Rent,Residential,Villa,Bangalore,Jalahalli West,4005 Sq.Ft. (Saleable Area),"90,000",Semi-Furnished,5,5,2,,,c,Servant Room,Other,Immediately,0-1,222,3,"Connected,Individual",,500000,no,no
1152,Rent,Residential,Apartment,Bangalore,Yeshwanthpur,2610 Sq.Ft. (Saleable Area),"90,000",Semi-Furnished,,,2,,,,Servant Room,,Immediately,,,,Connected,,,no,yes
1153,Rent,Commercial,Office Space,Bangalore,Indiranagar,1800 Sq.Ft. (Built-up Area),1.8 L,Furnished,,,1,Road View,,,,Other,,,,,Connected,,1000000,no,yes
1154,Rent,Residential,Apartment,Bangalore,Konanakunte,1588 Sq.Ft. (Saleable Area),"60,000",Semi-Furnished,3,3,1,Garden View,10,1,,Other,Immediately,,,31,Connected,,"400,000",yes,no
1155,Rent,Residential,Apartment,Bangalore,Cv Raman Nagar,1370 Sq.Ft. (Built-up Area),"35,400",Semi-Furnished,2,2,1,Road View,3,1,,Other,Later,0-1,1,4,Connected,,200000,no,no
1156,Rent,Commercial,Warehouse,Bangalore,Hoskote,47000 Sq.Ft. (Built-up Area),12 L,,,,4,,,,,Other,,0-1,,,,4,7200000,no,no
1157,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,957 Sq.Ft. (Carpet Area),"38,000",Semi-Furnished,2,2,1,Pool View,13,B,,Other,Immediately,0-1,B1304,21,Individual,,230000,no,no
1158,Rent,Residential,Apartment,Bangalore,Dollars Colony,3400 Sq.Ft. (Built-up Area),1.75 L,Semi-Furnished,4,,,,,,,Other,,,,,,,1750000,no,no
1159,Rent,Residential,Villa,Bangalore,Nandi Hills,5896 Sq.Ft. (Saleable Area),3 L,Semi-Furnished,,,1,Lake View,,,"Pooja Room,Servant Room,Study Room,Extra Room",Other,Immediately,4-Feb,,,Connected,2,1800000,no,no
1160,Rent,Commercial,Office Space,Bangalore,Attibele,25000 Sq.Ft. (Built-up Area),6 L,Unfurnished,,,6,Road View,4,,,Other,,0-1,,,Individual,,3600000,no,no
1161,Rent,Residential,Apartment,Bangalore,Yeshwanthpur,1699 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,3,3,1,,15,d,,Other,Immediately,10-Aug,15,17,Connected,,500000,no,yes
1162,Rent,Commercial,Office Space,Bangalore,Hoodi,5400 Sq.Ft. (Built-up Area),3.78 L,Unfurnished,,,1,Community View,3,1,,Other,,0-1,1,,Individual,1,10 months,no,no
1163,Rent,Commercial,Shop,Bangalore,Seegehalli,2043 Sq.Ft. (Built-up Area),"50,000",Semi-Furnished,,,1,,,,,Other,,4-Feb,,,,,500000,no,no
1164,Rent,Residential,Independent House,Bangalore,Jeevan Bima Nagar,996 Sq.Ft. (Built-up Area),"20,000",Semi-Furnished,2,2,,,,,,Other,Immediately,7-May,,,,,110000,no,no
